"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.936585365853659,0.99437148217636,0.986003110419907,1,0.993964334705075,0.994210643509241,0.993132392216711,0.995814552479073,0.996457920090677,0.996078431372549,0.99703838706003,0.997613612782735
"2",0.00975609756097561,0.100719424460432,0.166666666666667,0.652173913043478,0.979591836734694,0.967213114754098,0.961038961038961,0.966666666666667,0.971153846153846,0.934959349593496,0.976744186046512,0.986111111111111
"3",0.024390243902439,0.20863309352518,0.483333333333333,0.853211009174312,0.905511811023622,0.697674418604651,0.91044776119403,0.571794871794872,0.955223880597015,0.910828025477707,0.972477064220184,0.985754985754986
"4",0.00975609756097561,0.100719424460432,0.258333333333333,0.841269841269841,0.817073170731707,0.976744186046512,0.981818181818182,0.31025641025641,0.971014492753623,0.980132450331126,0.988950276243094,0.980295566502463
"5",0.0195121951219512,0.453237410071942,0.807692307692308,0.92822966507177,0.919117647058823,0.943037974683544,0.954198473282443,0.959139784946237,0.953531598513011,0.973333333333333,0.974474474474474,0.967741935483871
"6",0,0.0215827338129496,0.0512820512820513,0.282608695652174,0.766666666666667,0.888888888888889,0.886363636363636,0.9375,0.966101694915254,0.926470588235294,0.946666666666667,0.986842105263158
"7",0,0.0575539568345324,0.0666666666666667,0.142857142857143,0.146341463414634,0.0930232558139535,0.966666666666667,0.0897435897435897,0.925,0.909090909090909,0.916666666666667,0.959183673469388
"8",0.931707317073171,0.932456140350877,0.988095238095238,0.99102656137832,0.991749174917492,0.994438264738598,0.994766355140187,0.996143339225454,0.996887820059414,0.996190959878111,0.9966849565615,0.99615544472153
"9",0.00975609756097561,0.169230769230769,0.155038759689922,0.928571428571429,0.573333333333333,0.45,0.985074626865672,0.987179487179487,0.98936170212766,0.990909090909091,0.991803278688525,1
"10",0.0292682926829268,0.507692307692308,0.503875968992248,0.895238095238095,0.817567567567568,0.91566265060241,0.931034482758621,0.961038961038961,0.965779467680608,0.907643312101911,0.975155279503106,0.985795454545455
"11",0.00975609756097561,0.215384615384615,0.248062015503876,0.948275862068966,0.755555555555556,0.975903614457831,0.973214285714286,0.991304347826087,0.970149253731343,0.974025974025974,0.994594594594595,0.995049504950495
"12",0.0195121951219512,0.0570175438596491,0.861111111111111,0.846491228070175,0.94921875,0.93841642228739,0.956962025316456,0.949367088607595,0.952293577981651,0.918367346938776,0.922857142857143,0.936758893280632
"13",0,0.00350877192982456,0.0555555555555556,0.0614035087719298,0.211111111111111,0.3,0.934782608695652,0.959183673469388,0.950819672131147,0.891891891891892,0.974683544303797,1
"14",0,0.0923076923076923,0.062015503875969,0.0570175438596491,0.121621621621622,0.175,0.9375,0.942857142857143,0.923076923076923,1,0.959183673469388,0.981132075471698
"15",0.902439024390244,0.87551867219917,1,0.985966174883051,0.986069379950833,0.993743016759776,0.993452724821876,0.995865718538118,0.994755492558469,0.994047619047619,0.996564754379938,0.99718574108818
"16",0.00975609756097561,0.00995850622406639,0.102857142857143,0.191082802547771,0.706896551724138,0.702380952380952,0.945945945945946,0.923076923076923,0.978260869565217,0.974358974358974,0.992307692307692,0.979591836734694
"17",0.0341463414634146,0.0315352697095436,0.839506172839506,0.643312101910828,0.924812030075188,0.917159763313609,0.920398009950249,0.965217391304348,0.915441176470588,0.909385113268608,0.900874635568513,0.972451790633609
"18",0.0146341463414634,0.0174273858921162,0.972222222222222,0.982456140350877,0.958904109589041,0.988372093023256,0.981132075471698,1,0.977611940298508,0.993055555555556,0.940860215053763,1
"19",0.0390243902439024,0.0564315352697095,0.765714285714286,0.943396226415094,0.917857142857143,0.923943661971831,0.902050113895216,0.933601609657948,0.958105646630237,0.970740103270224,0.934402332361516,0.939197930142303
"20",0,0.004149377593361,0.0628571428571429,0.0141509433962264,0.0142857142857143,0.972222222222222,0.933333333333333,0.609756097560976,0.921875,0.931506849315068,0.9625,0.987654320987654
"21",0,0.00497925311203319,0.0740740740740741,0.0764331210191083,0.293103448275862,0.261904761904762,0.96551724137931,0.353658536585366,0.897435897435897,0.973684210526316,0.893617021276596,0.959183673469388
"22",0.897560975609756,0.982873453853473,0.989022477783586,1,0.988368872888397,1,0.994926719278467,0.994995156603164,0.994765159226407,0.995445920303605,0.996957641001638,0.996610169491525
"23",0.00975609756097561,0.108910891089109,0.144927536231884,0.189393939393939,0.951219512195122,0.678571428571429,0.957142857142857,0.94047619047619,0.946236559139785,0.921739130434783,0.991869918699187,0.985611510791367
"24",0.0341463414634146,0.60377358490566,0.507246376811594,0.71969696969697,0.820689655172414,0.914634146341463,0.932291666666667,0.923404255319149,0.909420289855073,0.972881355932203,0.896551724137931,0.977653631284916
"25",0.0146341463414634,0.30188679245283,0.260869565217391,1,0.833333333333333,0.978260869565217,0.761904761904762,0.764705882352941,0.984732824427481,0.993421052631579,0.977011494252874,0.994818652849741
"26",0.0439024390243902,0.613861386138614,0.87012987012987,0.843621399176955,0.948148148148148,0.958944281524927,0.933179723502304,0.939393939393939,0.953237410071942,0.952755905511811,0.951008645533141,0.954007884362681
"27",0,0.0198019801980198,0.0584415584415584,0.065843621399177,0.166666666666667,0.888888888888889,0.925,0.931818181818182,0.942307692307692,0.953125,0.922077922077922,1
"28",0,0.0377358490566038,0.0579710144927536,0.0757575757575758,0.117241379310345,0.25,0.204081632653061,0.215686274509804,0.944444444444444,0.974358974358974,0.933333333333333,0.98
"29",0.902439024390244,0.920983318700615,0.985378590078329,0.992052023121387,1,1,0.993455497382199,1,0.994011976047904,0.997092288242731,0.996809480401094,0.99601593625498
"30",0.00975609756097561,0.151515151515152,0.140740740740741,0.848484848484849,0.75,0.504672897196262,0.663265306122449,0.676190476190476,0.976190476190476,0.927272727272727,0.983193277310924,0.97037037037037
"31",0.024390243902439,0.5,0.474074074074074,0.903225806451613,0.921739130434783,0.890243902439024,0.924731182795699,0.91324200913242,0.911877394636015,0.9553264604811,0.900602409638554,0.912806539509537
"32",0.0146341463414634,0.257575757575758,0.296296296296296,0.8,0.78494623655914,0.989795918367347,0.959016393442623,0.991735537190083,1,0.801020408163265,0.767241379310345,0.97029702970297
"33",0.0487804878048781,0.067603160667252,0.812903225806452,0.83982683982684,0.940074906367041,0.956395348837209,0.942307692307692,0.954643628509719,0.962890625,0.960380348652932,0.868632707774799,0.94429347826087
"34",0,0.00351185250219491,0.0774193548387097,0.0735930735930736,0.211538461538462,0.252336448598131,0.914285714285714,0.956521739130435,0.962264150943396,0.940298507462687,0.096514745308311,0.909090909090909
"35",0,0.0606060606060606,0.0666666666666667,0.15,0.182795698924731,0.196261682242991,0.326530612244898,0.304761904761905,1,0.183673469387755,0.198275862068966,0.96
"36",0.892682926829268,0.909728308501315,0.984682713347921,0.988372093023256,0.991499862901015,0.995096946735012,0.991598207617625,0.993127147766323,1,0.997589750095141,0.996341602835258,0.996059726254666
"37",0.00975609756097561,0.015625,0.242105263157895,0.170212765957447,0.518072289156627,0.573033707865168,0.63302752293578,0.657657657657658,0.967391304347826,0.956896551724138,0.976923076923077,0.965986394557823
"38",0.0341463414634146,0.5,0.631578947368421,0.484042553191489,0.930434782608696,0.645454545454546,0.921465968586387,0.912442396313364,0.903846153846154,0.90228013029316,0.912772585669782,0.978658536585366
"39",0.0146341463414634,0.328125,0.906976744186046,0.970149253731343,0.975609756097561,0.98,0.982905982905983,0.991525423728814,0.992248062015504,0.986577181208054,0.988505747126437,0.984615384615385
"40",0.0487804878048781,0.0709903593339176,0.836477987421384,0.822335025380711,0.928057553956835,0.941747572815534,0.952141057934509,0.948608137044968,0.949248120300752,0.9484375,0.922535211267606,0.957615894039735
"41",0,0.03125,0.0628930817610063,0.0797872340425532,0.216867469879518,0.370786516853933,0.971428571428571,1,0.980769230769231,0.955223880597015,0.958333333333333,0.858823529411765
"42",0,0.078125,0.0842105263157895,0.0851063829787234,0.253012048192771,0.113636363636364,0.311926605504587,0.306306306306306,1,0.976744186046512,0.92156862745098,0.980392156862745
"43",0.878048780487805,0.981078524124882,0.983289817232376,0.99616122840691,1,1,0.994527269296094,1,0.99475994901572,0.996818933706578,1,0.995226234952262
"44",0.0146341463414634,0.0810810810810811,0.21978021978022,0.96551724137931,0.629032258064516,0.588235294117647,0.601851851851852,0.603305785123967,0.947368421052632,0.955752212389381,0.983471074380165,0.944055944055944
"45",0.0390243902439024,0.236486486486486,0.681318681318681,0.91,0.851063829787234,0.823863636363636,0.978609625668449,0.91703056768559,0.925093632958802,0.913333333333333,0.959119496855346,0.968390804597701
"46",0.0146341463414634,0.168918918918919,0.807692307692308,0.813953488372093,0.964285714285714,1,1,1,0.993006993006993,0.98125,1,0.985365853658537
"47",0.0536585365853659,0.466216216216216,0.870748299319728,0.674342105263158,0.935714285714286,0.929824561403509,0.955773955773956,0.96043956043956,0.952117863720074,0.921212121212121,0.952586206896552,0.953991880920162
"48",0,0.00473036896877956,0.054421768707483,0.0625,0.354838709677419,0.341176470588235,0.361111111111111,0.371900826446281,0.9,0.929577464788732,0.945205479452055,0.925925925925926
"49",0,0.0337837837837838,0.134615384615385,0.162790697674419,0.127659574468085,0.119318181818182,1,1,1,0.976190476190476,0.959183673469388,0.962264150943396
"50",0.882926829268293,0.982889733840304,0.989807474518686,0.993115942028985,0.987764182424917,1,1,0.992363700941218,0.990816614862956,0.994669374286077,0.997024831216386,0.992628737541528
"51",0.0146341463414634,0.0849673202614379,0.180327868852459,0.888888888888889,0.650793650793651,0.124183006535948,0.625,0.975308641975309,0.940594059405941,0.966666666666667,0.984962406015038,0.986013986013986
"52",0.0390243902439024,0.261437908496732,0.516393442622951,0.950980392156863,0.925,0.937888198757764,0.934343434343434,0.915254237288136,0.929368029739777,0.918300653594771,0.977848101265823,0.917127071823204
"53",0.0146341463414634,0.156862745098039,0.895833333333333,0.792682926829268,0.791208791208791,0.989473684210526,1,1,1,0.968354430379747,1,0.989528795811518
"54",0.0487804878048781,0.411764705882353,0.666666666666667,0.923809523809524,0.965779467680608,0.701525054466231,0.928400954653938,0.939958592132505,0.962335216572505,0.949286846275753,0.952112676056338,0.958333333333333
"55",0,0.0261437908496732,0.0656565656565657,0.933333333333333,0.317460317460317,0.0718954248366013,0.348214285714286,0.541176470588235,0.982142857142857,0.971428571428571,0.948717948717949,0.929411764705882
"56",0,0.0522875816993464,0.0655737704918033,0.195121951219512,0.197802197802198,0.0522875816993464,1,0.376470588235294,1,0.975609756097561,0.977777777777778,0.958333333333333
"57",0.873170731707317,0.984375,0.993645291738879,0.991465677179963,0.992052617155385,0.993119810201661,0.996242014280346,0.995149835440845,0.99290780141844,0.998223124762026,0.996468926553672,0.995435211121486
"58",0.0195121951219512,0.0828729281767956,0.115183246073298,0.595744680851064,0.65,0.122119815668203,0.58974358974359,0.651785714285714,0.935483870967742,0.955357142857143,0.984375,1
"59",0.0439024390243902,0.209944751381215,0.507692307692308,0.904255319148936,0.811188811188811,0.916666666666667,0.927884615384615,0.909836065573771,0.917857142857143,0.953947368421053,0.905172413793103,0.962264150943396
"60",0.0195121951219512,0.160220994475138,0.376923076923077,0.78021978021978,0.975903614457831,0.989795918367347,0.991228070175439,1,1,0.980891719745223,0.994318181818182,1
"61",0.0439024390243902,0.320441988950276,0.664921465968586,0.915422885572139,0.940740740740741,0.716589861751152,0.929782082324455,0.946004319654428,0.946768060836502,0.930124223602484,0.954411764705882,0.964432284541724
"62",0,0.0331491712707182,0.0680628272251309,0.297872340425532,0.333333333333333,0.0783410138248848,0.35042735042735,0.979166666666667,0.948275862068966,0.985074626865672,0.935897435897436,0.975308641975309
"63",0,0.0441988950276243,0.0923076923076923,0.175824175824176,0.13986013986014,0.0483870967741935,0.935483870967742,0.303571428571429,1,0.952380952380952,0.92156862745098,1
"64",0.858536585365854,0.981538461538462,0.989337822671156,0.992779783393502,1,0.994870651204282,0.995302517850432,1,0.993206906311916,0.995692385658178,0.997641509433962,0.996993572465271
"65",0.0195121951219512,0.0958904109589041,0.0813953488372093,0.78125,0.637931034482759,0.116228070175439,0.482517482517482,0.952380952380952,0.954545454545455,0.972727272727273,0.983739837398374,0.985294117647059
"66",0.0439024390243902,0.246575342465753,0.255813953488372,0.900990099009901,0.9140625,0.93167701863354,0.915,0.91703056768559,0.906474820143885,0.918300653594771,0.975609756097561,0.977337110481586
"67",0.0195121951219512,0.184931506849315,0.925925925925926,0.829545454545455,0.84375,1,0.991596638655462,0.788461538461538,0.986301369863014,0.99375,0.989304812834225,0.995049504950495
"68",0.0585365853658537,0.410958904109589,0.484496124031008,0.850467289719626,0.926739926739927,0.712719298245614,0.923990498812352,0.946666666666667,0.938661710037175,0.932907348242812,0.938746438746439,0.983870967741935
"69",0,0.121951219512195,0.0387596899224806,0.0794392523364486,0.344827586206897,0.0745614035087719,0.27972027972028,0.865384615384615,0.910714285714286,0.928571428571429,0.985915492957746,0.974683544303797
"70",0,0.0410958904109589,0.0555555555555556,0.170454545454545,0.125,0.0482456140350877,0.188811188811189,0.198717948717949,0.96969696969697,0.975,0.977272727272727,1
